-17.0978,-134.064,531.723
-16.7722,-134.115,531.752
-17.3292,-133.977,531.793
-17.1163,-133.993,531.881
-17.2484,-134.004,531.799
-17.0759,-134.079,531.772
-17.1111,-133.861,531.828
-17.3192,-133.814,531.821
-17.1545,-133.828,531.811
-17.3768,-133.735,531.836
-17.1207,-133.989,531.761
-17.0598,-133.872,531.79
-17.1425,-133.908,531.75
-17.0587,-133.967,531.734
-17.075,-133.753,531.794
-17.1806,-133.753,531.753
-17.1927,-133.801,531.782
-17.1789,-133.692,531.869
-16.9357,-134.086,531.699
-16.9642,-133.541,531.887
-17.0611,-134.205,531.715
-17.2104,-133.565,531.879
-17.2502,-133.905,531.773
-17.4178,-133.898,531.765
-16.9094,-133.863,531.803
-17.2871,-133.98,531.701
-17.1302,-133.926,531.778
-17.1728,-133.937,531.737
-16.8981,-133.994,531.763
-16.9418,-133.893,531.789
-17.1406,-133.941,531.736
-16.9377,-133.999,531.731
-17.206,-133.927,531.753
-17.2121,-134.176,531.673
-17.0776,-133.862,531.759
-17.289,-133.78,531.823
-17.0902,-133.982,531.773
-17.0481,-133.67,531.837
-16.8605,-133.92,531.758
-17.0661,-133.737,531.801
-17.2381,-133.734,531.778
-17.2534,-133.794,531.813
-17.1875,-133.739,531.797
-17.0163,-133.924,531.765
-16.9804,-133.776,531.824
-17.1413,-133.983,531.74
-17.3602,-133.901,531.74
-16.8449,-133.618,531.872
-16.9909,-133.731,531.822
-17.2268,-133.787,531.791
-16.8898,-133.797,531.82
-16.8013,-133.725,531.811
-17.0992,-133.835,531.76
-16.9221,-133.874,531.752
-17.0858,-133.793,531.772
-17.2656,-133.922,531.738
-17.1206,-133.959,531.782
-17.0524,-133.861,531.74
-17.0141,-133.865,531.75
-17.357,-133.942,531.733
-17.0256,-133.955,531.749
-16.8682,-133.348,531.897
-17.1014,-133.983,531.703
-16.9019,-133.859,531.708
-17.0775,-133.852,531.778
-16.9966,-133.751,531.816
-17.0166,-133.641,531.834
-17.0158,-133.998,531.734
-17.1655,-133.802,531.795
-16.9404,-134.058,531.707
-16.9146,-133.83,531.806
-17.0394,-133.923,531.734
-16.7208,-134.216,531.673
-17.1842,-133.8,531.811
-17.1074,-133.925,531.73
-16.9944,-134.122,531.681
-17.1834,-133.861,531.795
-17.0116,-133.837,531.747
-17.2151,-133.995,531.705
-17.4272,-133.755,531.799
-17.2608,-133.849,531.75
-17.2061,-133.812,531.795
-17.1658,-133.843,531.795
-17.0518,-133.95,531.754
-17.0686,-133.93,531.731
-17.1154,-133.911,531.719
-17.1919,-134.034,531.714
-16.9734,-134.074,531.702
-16.9741,-133.749,531.793
-16.8967,-133.846,531.752
-17.1928,-133.512,531.856
-17.1964,-133.749,531.796
-17.1273,-133.873,531.743
-17.132,-134.002,531.72
-16.9787,-134.038,531.726
-17.3037,-133.967,531.713
-16.9467,-133.745,531.813
-17.1665,-133.798,531.757
-17.2445,-133.604,531.864
-17.17,-133.927,531.738
-17.0259,-133.923,531.746
-16.9178,-134.033,531.736
-16.9919,-133.915,531.75
-17.2296,-133.902,531.746
-17.2902,-134.006,531.693
-17.0996,-133.668,531.839
-17.261,-133.778,531.764
-17.1975,-134.024,531.719
-17.2086,-133.849,531.738
-17.148,-133.77,531.781
-17.0066,-134.068,531.707
-16.9376,-134.006,531.674
-17.1203,-133.851,531.738
-17.2518,-134.036,531.673
-16.9391,-133.841,531.753
-17.0731,-134.139,531.674
-16.8498,-133.903,531.756
-17.1871,-133.992,531.681
-17.0041,-133.93,531.771
-17.1384,-134.047,531.668
-17.1527,-133.917,531.758
-16.9215,-133.875,531.767
-17.0652,-133.958,531.734
-17.2167,-133.866,531.764
